child_id,sleep_duration,screen_time,gaming,social_media_usage,outdoor_time,study_time,free_play
1544,10.50,2.0,1.50,0.60,4.80,,3.00
1545,8.90,5.0,,1.00,1.50,,2.50
1546,7.20,222.0,24.00,156.00,1.10,4.00,0.50
1547,9.00,180.0,42.00,102.00,1.60,2.30,1.60
1548,10.00,2.8,1.20,0.00,3.30,3.30,3.70
1549,10.80,2.2,0.20,0.40,4.00,3.40,1.00
1550,9.00,4.0,0.20,0.70,3.70,1.50,4.30
1551,11.50,3.5,0.40,0.00,1.00,3.90,3.00
1552,7.10,3.0,0.20,1.90,3.60,4.00,1.00
1553,9.90,4.3,0.90,0.70,1.50,2.00,3.50
1554,9.60,6.0,0.90,0.20,1.50,,2.30
1555,11.50,1.5,1.50,0.60,3.50,1.90,2.00
1556,11.00,3.0,0.00,0.40,4.50,1.50,3.80
1557,11.30,1.6,0.20,0.10,2.00,2.60,4.00
1558,8.20,5.4,0.50,0.10,,3.10,2.00
1559,9.10,186.0,78.00,18.00,2.50,3.60,1.30
1560,9.50,4.5,1.10,0.00,1.20,2.80,3.00
1561,10.20,2.4,1.40,1.10,2.00,0.70,6.00
1562,8.60,5.2,1.50,0.90,0.50,4.30,0.00
1563,8.50,4.5,0.70,0.80,0.00,4.10,
1564,9.00,3.2,0.40,0.80,0.40,,1.20
1565,10.20,2.3,0.70,0.40,,0.50,3.50
1566,8.70,0.0,54.00,0.00,3.00,1.50,1.50
1567,8.10,2.5,0.90,1.70,2.10,1.50,1.00
1568,9.50,246.0,78.00,12.00,1.50,1.90,3.40
1569,10.00,3.2,0.30,0.00,1.50,4.00,2.50
1570,11.00,3.0,0.20,0.40,3.50,2.50,2.90
1571,11.50,0.0,0.30,0.30,3.40,1.50,3.50
1572,9.50,360.0,36.00,12.00,1.10,,3.60
1573,9.30,4.0,0.90,,0.70,1.00,
1574,9.10,270.0,24.00,0.00,0.90,4.50,3.60
1575,11.50,90.0,0.00,30.00,2.00,2.50,3.50
1576,10.00,3.5,1.00,0.90,4.10,1.50,2.50
1577,11.00,0.0,0.00,0.70,1.50,0.00,4.00
1578,10.50,4.3,0.50,0.30,2.00,2.80,3.40
1579,9.00,0.0,0.40,0.70,6.50,0.70,3.80
1580,11.50,1.5,0.00,0.10,1.70,1.70,3.50
1581,10.00,,18.00,1.40,4.10,2.50,1.70
1582,10.80,198.0,24.00,12.00,,3.50,
1583,9.20,0.0,0.30,2.10,2.00,3.50,2.50
1584,11.00,3.8,0.40,0.00,3.00,4.00,2.00
1585,10.50,3.3,0.70,0.00,0.90,2.50,3.70
1586,9.10,120.0,54.00,0.80,3.50,,0.90
1587,9.50,5.2,1.00,1.20,0.60,4.20,2.00
1588,11.50,--,1.00,0.20,2.00,2.30,2.50
1589,8.40,1.5,0.40,1.10,1.00,1.40,2.50
1590,10.00,30.0,,0.70,2.50,3.00,2.80
1591,9.70,,0.10,0.20,2.00,1.50,2.20
1592,9.00,3.7,0.90,0.00,2.00,3.20,1.70
1593,10.20,5.0,0.40,1.20,1.70,2.20,3.50
1594,9.80,,0.20,1.00,2.00,2.90,4.50
1595,7.60,5.0,0.80,0.10,1.00,1.50,3.10
1596,11.00,3.5,0.20,0.00,,1.20,
1597,11.00,3.5,0.50,0.60,0.60,,5.10
1598,8.50,4.0,0.30,1.20,3.30,2.00,2.50
1599,10.00,3.3,1.20,0.00,2.50,1.50,3.20
1600,9.10,4.9,0.90,0.80,4.00,2.60,2.00
1601,10.00,4.7,1.20,0.10,2.30,3.50,
1602,9.50,1.5,0.60,0.00,2.60,1.00,3.70
1603,9.50,4.0,1.00,0.40,2.30,2.60,2.00
1604,9.50,4.5,1.20,,2.00,2.90,1.50
1605,9.90,>60,54.00,30.00,1.00,3.00,
1606,10.00,54.0,48.00,6.00,7.00,1.00,4.50
1607,8.50,5.0,1.00,2.50,1.50,3.00,
1608,,4.5,0.70,0.20,0.50,,4.00
1609,8.50,4.4,1.60,0.40,3.20,3.30,3.20
1610,11.20,,0.10,0.00,2.50,0.40,4.00
1611,9.20,4.5,0.30,0.80,,3.70,1.50
1612,10.50,2.1,0.30,0.10,2.50,1.50,2.50
1613,9.90,180.0,30.00,,4.00,2.00,2.70
1614,10.60,174.0,,0.00,2.50,2.00,
1615,10.30,360.0,48.00,0.10,0.50,2.60,
1616,9.50,180.0,54.00,96.00,2.30,0.10,3.00
1617,10.00,1.2,,0.00,2.30,0.40,4.60
1618,9.50,192.0,0.00,0.00,0.80,3.00,1.90
1619,9.70,2.8,0.90,1.70,2.30,1.30,4.50
1620,7.90,n/a,,36.00,3.00,2.10,2.60
1621,9.00,3.4,1.50,1.50,2.80,4.40,1.30
1622,9.00,2.0,1.00,0.80,3.10,2.00,2.90
1623,9.30,0.5,,1.10,2.50,,2.00
1624,9.60,,1.00,0.00,2.00,2.50,1.40
1625,9.50,,0.90,1.00,2.70,3.50,2.20
1626,8.30,3.0,0.20,0.00,3.00,1.00,3.40
1627,12.20,--,1.60,0.00,0.50,1.00,4.40
1628,9.50,4.0,0.40,0.00,2.40,2.70,3.10
1629,9.40,288.0,78.00,0.80,1.50,3.70,2.00
1630,9.50,2.9,0.00,0.00,2.20,3.20,1.20
1631,10.00,3.1,1.20,0.00,,1.90,3.00
1632,8.60,1.4,1.10,0.00,3.00,1.50,3.00
1633,9.80,5.0,,1.40,1.50,,1.00
1634,10.20,0.5,0.00,0.00,2.30,1.20,4.20
1635,7.80,,0.30,1.00,3.00,5.50,0.90
1636,9.50,2.0,,0.00,0.60,2.50,3.00
1637,8.50,4.0,0.00,0.60,2.00,2.20,1.40
1638,10.50,3.8,0.60,1.00,1.50,3.80,1.00
1639,11.50,1.0,1.40,0.00,1.20,2.20,4.50
1640,9.50,4.9,0.20,0.20,1.50,2.30,4.50
1641,8.50,180.0,12.00,1.00,2.00,2.00,
1642,12.00,4.4,1.20,0.50,2.30,0.70,3.00
1643,10.20,3.7,0.50,0.00,2.70,4.20,1.90
1644,10.50,1.0,0.90,0.00,3.50,2.10,3.90
1645,10.00,1.0,0.70,1.70,1.90,2.50,1.50
1646,8.90,2.0,0.90,0.90,1.90,2.70,3.50
1647,10.90,0.0,1.30,0.10,2.00,2.00,3.00
1648,11.00,4.5,0.00,0.20,1.50,3.00,2.10
1649,9.60,4.0,0.00,0.30,4.40,2.00,2.80
1650,9.00,1.5,0.90,0.30,3.60,3.00,4.50
1651,,2.5,0.60,1.00,4.50,3.20,2.50
1652,10.70,3.5,0.10,1.00,2.30,3.00,2.50
1653,9.00,4.5,1.30,0.50,2.50,2.90,1.20
1654,7.50,360.0,0.00,24.00,2.00,3.70,0.60
1655,11.50,3.0,0.40,0.00,,1.50,4.50
1656,8.30,<1,0.00,1.80,1.40,4.00,1.50
1657,,48.0,42.00,0.00,4.40,1.50,5.00
1658,10.50,4.5,0.30,0.20,1.50,4.30,2.00
1659,7.20,6.0,0.90,1.40,3.20,4.20,1.70
1660,12.10,1.3,0.70,,3.50,0.20,3.00
1661,9.00,102.0,78.00,0.00,2.50,2.40,2.70
1662,11.50,2.0,0.00,0.00,1.60,3.00,
1663,,5.0,0.90,1.20,0.90,3.00,2.50
1664,9.50,2.0,0.20,0.20,1.50,3.50,1.30
1665,9.10,3.7,1.00,1.20,3.80,2.60,2.60
1666,9.50,>60,66.00,0.40,1.50,2.50,2.80
1667,9.10,3.0,0.00,1.20,1.90,1.80,2.50
1668,10.50,1.0,0.90,0.00,1.00,2.50,2.00
1669,10.10,0.0,1.40,0.30,4.80,0.60,3.30
1670,10.90,5.3,0.50,0.20,0.70,2.30,2.50
1671,8.50,not recorded,126.00,0.70,0.00,5.00,0.00
1672,9.00,1.0,0.00,0.70,1.00,3.00,4.20
1673,10.70,90.0,54.00,30.00,3.50,2.00,3.50
1674,11.20,1.5,1.30,0.00,2.50,1.00,6.00
1675,11.50,1.5,0.00,0.80,1.90,,5.00
1676,10.90,1.0,0.10,1.10,2.00,3.50,3.50
1677,9.00,3.5,0.90,0.20,2.70,3.10,3.00
1678,11.20,60.0,48.00,42.00,3.00,1.50,2.00
1679,9.10,6.0,0.90,0.30,1.40,3.50,2.50
1680,9.00,1.5,0.00,0.00,2.50,1.10,
1681,11.40,2.7,0.30,0.40,,1.40,4.00
1682,10.00,4.5,1.00,,2.50,0.50,3.00
1683,8.50,5.0,1.80,2.50,1.50,2.70,0.50
1684,10.60,TBD,0.50,0.60,3.50,2.00,3.00
1685,10.10,5.3,1.30,0.70,2.00,1.70,2.00
1686,10.50,3.0,,0.70,3.00,0.50,5.60
1687,11.00,96.0,42.00,18.00,4.10,0.80,4.50
1688,10.40,120.0,66.00,0.10,3.10,,4.00
1689,8.50,150.0,66.00,84.00,2.50,,3.50
1690,9.60,2.8,0.40,0.80,2.50,1.90,5.00
1691,10.50,2.1,1.80,0.00,1.00,,3.00
1692,10.50,1.1,0.40,0.10,1.50,0.50,3.50
1693,8.00,114.0,0.00,0.50,1.40,,3.50
1694,11.50,1.5,0.00,0.00,2.90,2.00,
1695,8.90,480.0,12.00,54.00,1.00,3.60,0.50
1696,9.50,2.8,0.80,0.60,3.20,1.50,3.40
1697,8.50,3.4,0.90,0.20,1.50,1.30,3.50
1698,9.00,150.0,42.00,0.00,2.70,3.00,3.90
1699,9.90,1.9,0.00,0.50,2.50,1.00,4.40
1700,8.70,6.5,0.10,1.10,1.10,4.40,1.20
1701,7.40,4.6,1.40,1.50,0.00,5.00,3.10
1702,10.50,12.0,54.00,0.00,4.50,2.00,2.60
1703,9.00,96.0,30.00,54.00,1.70,,3.80
1704,,3.0,0.80,0.00,2.00,4.30,0.40
1705,8.80,3.0,0.60,1.10,2.90,3.10,2.60
1706,,228.0,36.00,54.00,0.90,3.50,1.60
1707,9.80,180.0,66.00,18.00,2.50,2.60,2.00
1708,9.00,2.7,0.00,2.90,3.00,2.00,1.50
1709,8.00,30.0,42.00,84.00,3.20,2.80,1.70
1710,9.00,4.1,0.30,1.20,2.00,2.00,2.30
1711,9.50,5.9,1.30,1.20,1.30,2.90,1.50
1712,10.20,2.0,0.10,0.70,1.70,2.50,
1713,10.40,1.5,0.70,0.00,2.90,1.00,5.50
1714,10.00,2.2,0.20,1.10,2.10,1.60,3.00
1715,10.00,1.5,0.00,0.40,3.90,2.50,2.70
1716,10.30,0.2,0.00,0.00,5.20,0.50,5.00
1717,9.50,3.2,0.70,0.70,,3.30,1.50
1718,10.00,90.0,,54.00,1.20,0.50,4.80
1719,10.10,3.0,0.70,0.00,,0.90,2.60
1720,9.50,,0.60,0.00,3.50,2.00,3.20
1721,8.80,3.2,1.10,,3.80,3.10,2.10
1722,10.20,108.0,18.00,0.00,1.80,1.50,4.00
1723,8.70,2.1,0.00,0.00,4.00,2.60,4.50
1724,10.50,192.0,48.00,0.00,2.00,2.00,1.60
1725,8.00,4.0,0.50,0.50,0.50,2.00,
1726,9.00,198.0,66.00,42.00,4.40,3.60,2.50
1727,9.80,,0.70,0.70,2.50,2.00,3.00
1728,10.50,,0.20,0.20,2.70,0.00,
1729,9.50,3.5,0.70,0.00,3.00,3.20,3.60
1730,9.20,4.3,0.40,0.00,1.50,3.50,1.90
1731,9.20,1.0,0.80,0.50,3.50,2.80,1.20
1732,10.40,,0.40,0.50,1.70,,3.30
1733,8.30,180.0,0.00,96.00,2.00,5.00,1.50
1734,11.00,144.0,0.00,6.00,2.00,2.00,2.50
1735,10.50,2.9,0.10,0.80,4.50,0.50,4.90
1736,10.10,2.6,0.60,0.10,2.00,1.00,2.50
1737,7.60,4.8,1.50,1.50,3.00,4.50,0.50
1738,9.50,5.0,1.10,1.20,1.00,2.20,2.00
1739,9.20,4.9,1.40,0.80,0.50,4.20,1.50
1740,,0.0,1.00,0.20,2.00,1.00,4.00
1741,10.50,90.0,,1.10,2.80,2.10,3.00
1742,10.60,,0.00,0.30,0.50,2.00,3.20
1743,8.50,5.0,0.50,0.60,1.50,2.50,
1744,9.50,n/a,18.00,0.00,3.00,,3.30
1745,9.50,234.0,60.00,0.20,2.90,3.30,1.70
1746,10.10,4.0,1.30,0.90,0.90,1.50,3.50
1747,12.50,240.0,,0.00,2.50,2.00,3.00
1748,10.00,54.0,,24.00,,,2.40
1749,8.50,4.0,1.20,1.20,3.20,3.30,3.20
1750,11.00,4.0,0.70,0.00,2.00,,4.10
1751,9.70,330.0,48.00,30.00,1.50,4.10,1.50
1752,9.00,330.0,60.00,42.00,1.50,4.40,2.00
1753,11.50,,1.40,0.00,2.00,2.50,2.20
1754,12.00,1.4,0.80,0.70,1.00,2.00,2.60
1755,10.80,3.5,0.20,0.70,3.70,2.00,1.10
1756,10.50,1.0,1.60,0.60,3.00,2.00,4.00
1757,8.50,1.5,,0.50,2.90,2.50,2.00
1758,,1.5,1.70,0.80,3.40,1.20,3.30
1759,10.40,3.2,0.60,1.00,2.60,0.00,4.00
1760,8.50,4.0,0.10,0.00,2.50,3.00,2.30
1761,11.00,4.3,0.80,0.60,2.80,1.30,2.90
1762,8.50,2.2,1.30,0.00,2.40,2.00,2.70
1763,10.00,3.0,0.80,0.60,2.80,3.50,2.50
1764,8.20,6.0,0.20,1.00,1.20,4.60,1.00
1765,8.50,,0.40,1.20,,2.30,2.40
1766,8.50,3.5,0.40,1.80,2.90,3.70,
1767,8.50,3.4,1.10,1.00,2.00,3.20,1.50
1768,9.80,180.0,6.00,0.50,1.00,0.90,2.00
1769,11.20,60.0,6.00,36.00,1.00,0.10,2.90
1770,9.50,3.0,0.50,1.10,4.90,2.90,2.50
1771,10.00,90.0,54.00,0.00,3.00,2.30,4.50
1772,8.40,4.4,0.10,0.70,3.10,3.00,1.00
1773,9.30,3.5,0.60,0.30,4.00,3.90,1.50
1774,10.40,2.5,0.50,0.40,1.40,2.70,3.90
1775,9.50,252.0,30.00,,1.30,2.30,3.40
1776,8.00,7.5,1.00,1.00,0.00,5.00,0.50
1777,8.00,2.5,0.60,1.70,2.30,3.50,1.80
1778,10.30,0.0,0.40,0.70,5.10,2.00,2.60
1779,10.50,180.0,42.00,60.00,2.90,1.20,2.60
1780,9.10,5.6,0.30,0.00,2.00,1.40,2.80
1781,9.50,114.0,36.00,6.00,0.80,2.50,1.00
1782,8.50,5.0,0.70,1.40,1.00,4.00,0.00
1783,10.20,3.5,0.50,1.30,,2.50,3.00
1784,10.50,,0.00,0.00,4.40,0.60,5.50
1785,10.50,4.0,0.50,0.10,1.50,3.00,2.80
1786,,0.0,0.80,0.10,1.10,3.00,4.00
1787,9.50,1.5,0.60,0.30,,2.00,4.10
1788,9.10,54.0,,24.00,1.90,1.00,0.90
1789,8.50,,1.30,0.60,1.50,3.00,0.50
1790,8.10,2.8,0.70,1.30,2.00,5.40,3.10
1791,10.50,2.2,0.50,0.70,2.50,1.50,0.90
1792,8.90,150.0,,0.70,1.40,0.50,1.60
1793,10.50,3.5,1.20,0.40,1.90,2.10,2.50
1794,11.50,0.0,0.90,0.00,1.00,1.00,3.00
1795,,3.0,0.90,0.00,3.00,2.10,2.80
1796,8.00,4.8,0.60,0.80,3.80,4.50,1.00
1797,,1.5,0.80,0.00,2.10,3.00,
1798,9.20,7.5,,1.00,1.50,1.20,1.70
1799,8.70,240.0,96.00,0.70,2.00,3.40,2.90
1800,9.90,1.9,0.50,0.10,1.50,2.10,3.00
1801,12.00,--,54.00,0.10,2.00,0.70,3.50
1802,10.50,2.0,0.40,1.10,4.50,0.40,4.40
1803,9.20,1.7,1.30,0.00,4.50,0.10,3.30
1804,9.00,2.7,0.60,0.90,1.00,3.50,1.90
1805,10.70,6.0,0.00,36.00,3.00,1.00,4.40
1806,10.00,90.0,84.00,0.00,,2.70,3.50
1807,9.00,5.5,1.20,0.50,0.70,4.00,1.40
1808,9.70,1.0,0.70,0.00,4.00,1.50,
1809,10.00,144.0,60.00,0.00,3.00,2.20,2.90
1810,8.40,5.0,0.80,0.50,4.10,3.00,0.00
1811,10.00,120.0,12.00,,2.60,3.10,2.60
1812,11.50,4.3,0.00,1.70,1.50,0.80,3.70
1813,,,0.00,24.00,1.40,3.10,
1814,9.50,5.5,0.00,0.00,4.00,1.80,
1815,9.00,5.2,0.20,1.00,2.00,4.60,0.50
1816,8.80,120.0,0.00,60.00,4.00,1.70,2.30
1817,12.30,210.0,24.00,0.00,4.80,1.20,1.50
1818,9.50,2.5,0.80,0.80,4.80,3.60,2.00
1819,8.50,3.2,1.00,0.50,2.10,3.50,4.10
1820,,4.5,1.40,2.00,1.60,3.50,1.80
1821,,1.5,0.30,1.20,1.70,2.70,4.00
1822,11.50,2.9,0.40,0.70,,1.50,3.40
1823,9.50,2.5,0.30,,1.50,1.60,
1824,9.10,4.0,,0.40,1.40,2.50,
1825,11.00,0.0,18.00,12.00,2.00,1.80,3.20
1826,10.00,,0.50,0.50,5.00,2.00,1.60
1827,10.10,1.0,1.20,0.30,2.20,0.80,3.50
1828,10.30,5.0,,0.60,3.00,3.50,0.90
1829,8.40,5.8,1.70,1.00,0.90,3.50,1.80
1830,10.20,4.0,0.20,0.70,2.00,2.60,1.90
1831,10.60,2.0,0.10,0.90,2.50,2.10,2.50
1832,8.40,354.0,60.00,1.10,2.00,2.40,2.50
1833,11.50,180.0,30.00,54.00,1.50,2.70,2.40
1834,11.10,1.5,1.50,0.70,3.00,2.50,4.00
1835,7.50,5.0,1.30,1.30,1.50,1.00,2.50
1836,9.80,126.0,0.00,18.00,3.60,2.00,3.00
1837,10.20,2.5,0.50,0.00,0.50,2.30,2.00
1838,11.50,3.0,0.50,1.40,1.20,3.00,3.50
1839,10.50,1.6,0.20,0.50,2.00,2.50,4.20
1840,11.00,3.2,0.50,1.20,2.50,,1.70
1841,9.00,5.5,1.20,1.40,1.50,3.90,0.00
1842,10.00,150.0,48.00,78.00,1.90,0.00,3.50
1843,9.60,216.0,30.00,0.80,5.50,3.50,1.10
1844,9.50,180.0,12.00,0.20,3.50,4.20,3.00
1845,9.90,204.0,60.00,12.00,1.30,4.00,2.50
1846,7.80,5.0,0.60,0.60,2.00,5.50,2.20
1847,9.00,3.2,0.10,0.60,2.20,2.50,1.50
1848,8.50,7.0,0.50,0.60,1.00,3.10,1.00
1849,11.50,,0.60,0.70,1.50,3.00,2.00
1850,10.10,210.0,36.00,,1.30,2.00,3.60
1851,9.30,3.5,0.40,0.60,4.10,3.00,2.00
1852,9.10,240.0,78.00,18.00,2.00,4.20,
1853,10.00,150.0,54.00,54.00,1.00,0.90,3.10
1854,7.90,234.0,66.00,,1.70,3.30,2.70
1855,8.00,4.0,0.60,1.50,1.00,4.40,2.30
1856,8.20,156.0,18.00,54.00,3.20,3.00,1.80
1857,11.50,1.5,0.00,0.50,4.50,0.60,4.40
1858,9.00,2.0,0.90,0.20,2.00,2.00,3.30
1859,10.00,2.0,0.90,0.50,4.00,4.00,0.50
1860,10.00,5.0,0.50,0.00,3.00,3.50,2.20
1861,8.10,5.5,0.70,1.60,1.40,2.50,0.10
1862,10.00,1.0,0.40,0.00,3.00,3.00,4.40
1863,7.90,4.4,1.00,,2.00,3.20,1.10
1864,9.50,240.0,96.00,24.00,1.30,2.50,1.70
1865,8.50,270.0,24.00,1.50,2.10,3.50,2.70
1866,8.60,300.0,24.00,0.90,1.50,4.20,1.00
1867,9.50,4.5,1.50,0.30,2.00,2.50,2.50
1868,11.00,156.0,30.00,,3.50,3.50,2.00
1869,8.20,210.0,48.00,0.50,2.50,3.50,
1870,9.50,2.5,1.40,1.20,2.70,2.50,3.00
1871,8.00,6.0,1.30,0.10,0.80,3.60,3.50
1872,9.10,7.0,1.30,1.50,0.20,3.50,1.00
1873,9.10,0.5,1.00,0.90,2.50,2.50,3.60
1874,8.50,450.0,72.00,54.00,1.00,3.00,1.50
1875,9.30,4.3,0.70,1.40,1.00,2.70,1.40
1876,8.80,2.0,0.50,0.00,2.50,1.80,4.20
1877,7.50,6.0,1.00,0.90,1.00,4.00,2.50
1878,10.40,1.9,0.30,0.20,3.50,2.50,4.80
1879,10.00,228.0,30.00,1.10,2.50,2.00,2.50
1880,10.00,<1,,0.00,2.00,2.70,3.50
1881,8.40,3.3,0.50,0.80,4.00,2.70,0.50
1882,,216.0,0.00,0.00,2.00,3.00,3.60
1883,11.50,90.0,12.00,0.70,1.00,,4.00
1884,9.50,1.1,1.00,0.00,2.30,0.70,2.50
1885,10.00,,18.00,0.60,0.50,0.00,2.90
1886,9.50,1.0,0.20,0.00,7.70,3.90,2.90
1887,10.30,2.5,0.80,0.40,2.50,1.50,5.00
1888,9.80,120.0,12.00,0.60,1.50,0.80,3.50
1889,10.60,1.8,0.90,0.00,2.30,1.50,2.50
1890,11.00,2.7,0.80,1.00,2.90,1.60,3.40
1891,10.50,2.7,0.00,0.00,2.50,2.40,2.80
1892,11.50,4.0,1.00,0.00,1.00,0.40,3.50
1893,8.60,6.3,0.40,0.00,1.90,3.50,1.50
1894,10.00,TBD,0.10,,1.60,3.50,
1895,,3.0,1.80,1.10,,2.70,2.60
1896,10.40,3.9,0.30,0.20,2.50,3.00,3.40
1897,8.10,4.8,0.70,0.90,0.90,3.50,2.00
1898,8.40,5.5,1.70,1.30,2.50,2.50,1.50
1899,10.40,2.9,1.00,2.40,2.50,3.00,0.50
1900,9.80,7.5,0.10,0.90,0.90,4.50,0.00
1901,12.00,1.4,0.00,0.00,2.60,0.60,4.50
1902,11.50,4.5,0.90,0.50,0.50,1.50,3.10
1903,11.00,1.5,0.40,0.50,3.00,2.50,3.80
1904,9.80,5.5,0.30,0.30,3.00,2.50,2.10
1905,,2.5,1.00,0.50,4.80,3.00,2.00
1906,9.00,4.0,0.40,1.30,5.00,2.50,
1907,,276.0,42.00,30.00,2.30,3.00,3.00
1908,9.60,60.0,0.00,36.00,1.50,1.00,4.20
1909,10.60,,1.40,0.90,0.60,1.50,4.00
1910,8.70,210.0,6.00,0.10,2.50,1.70,2.40
1911,,3.5,0.80,0.90,2.20,3.30,2.40
1912,8.40,1.3,0.00,0.60,0.80,2.00,2.50
1913,10.20,3.5,0.60,0.00,2.00,3.50,3.00
1914,9.30,1.5,0.40,0.70,5.40,,3.20
1915,11.00,2.0,,0.80,1.50,0.50,3.50
1916,,3.5,0.90,0.90,2.50,4.00,1.50
1917,10.00,2.1,0.70,0.00,3.50,2.80,4.50
1918,11.00,3.5,0.00,2.00,1.50,0.50,4.20
1919,8.70,3.5,0.90,0.00,2.50,3.80,2.50
1920,9.60,3.4,0.50,0.00,5.00,1.50,4.50
1921,8.10,,0.70,0.30,3.40,2.50,2.70
1922,9.70,5.0,0.60,1.20,,3.50,
1923,8.50,378.0,54.00,84.00,1.00,3.50,1.50
1924,11.30,2.0,0.40,,4.00,2.50,1.70
1925,10.50,,,0.40,0.60,4.00,1.50
1926,11.60,1.9,0.80,0.70,3.50,0.00,5.00
1927,8.80,180.0,0.00,6.00,6.10,3.50,2.00
1928,10.00,30.0,66.00,0.20,3.50,3.90,
1929,9.00,6.0,0.00,1.20,0.50,3.00,1.70
1930,10.60,1.7,0.60,1.10,3.90,0.50,3.00
1931,,3.3,0.10,0.00,1.50,3.10,2.50
1932,11.50,2.5,1.30,0.70,3.00,2.50,2.70
1933,9.50,2.7,0.00,0.50,3.00,1.60,3.00
1934,10.10,TBD,1.10,0.40,1.00,4.60,2.50
1935,9.50,114.0,54.00,0.00,2.60,2.00,2.70
1936,7.80,282.0,30.00,102.00,4.50,4.00,1.00
1937,9.80,,0.40,0.00,5.00,3.50,3.60
1938,7.00,5.7,0.60,1.70,1.50,4.00,2.30
1939,11.70,0.0,0.80,0.00,1.50,0.00,4.00
1940,9.90,2.4,0.90,1.20,2.00,,3.40
1941,9.80,0.8,1.10,0.00,2.40,1.60,3.00
1942,9.20,300.0,84.00,60.00,2.00,3.20,2.00
1943,10.50,276.0,,0.00,2.00,2.80,3.00
1944,11.50,1.0,0.10,0.00,1.50,0.00,4.20
1945,11.60,300.0,18.00,0.50,1.60,2.00,2.80
1946,9.00,2.0,0.40,0.10,2.00,3.20,6.00
1947,9.00,7.3,0.30,,0.00,3.70,1.50
1948,8.50,,108.00,1.90,,3.40,2.50
1949,9.50,3.0,1.40,0.60,3.50,4.00,2.00
1950,10.90,1.5,0.50,0.00,6.20,2.50,3.20
1951,8.00,<1,,0.70,1.80,2.90,1.70
1952,,48.0,48.00,0.00,5.50,1.00,3.60
1953,9.00,204.0,30.00,48.00,3.60,0.50,3.40
1954,8.50,7.1,0.40,0.40,0.90,3.70,1.00
1955,9.40,2.0,0.70,,1.50,0.50,3.70
1956,8.90,3.0,0.70,0.30,1.00,3.70,2.50
1957,9.00,2.8,0.30,0.10,3.50,1.30,4.00
1958,8.00,3.0,0.70,0.20,4.00,4.00,1.50
1959,10.80,1.4,0.30,0.80,2.90,0.00,
1960,8.60,7.0,1.20,1.00,2.00,3.90,0.50
1961,9.00,204.0,0.00,1.60,2.00,2.00,1.40
1962,7.40,5.2,0.70,0.00,2.00,5.00,3.10
1963,9.60,5.5,0.00,1.00,2.00,3.50,1.30
1964,9.50,132.0,78.00,72.00,1.80,2.00,4.00
1965,7.70,4.6,0.80,0.10,4.00,5.20,1.70
1966,9.50,3.0,0.30,0.20,3.00,,4.10
1967,11.50,276.0,54.00,0.00,3.00,1.60,3.30
1968,9.10,252.0,54.00,1.10,2.40,,3.80
1969,9.30,4.9,,0.10,1.60,0.00,3.50
1970,10.00,2.5,0.00,0.50,5.50,3.00,2.50
1971,10.60,2.6,1.10,0.50,1.50,1.00,1.90
1972,10.50,210.0,60.00,0.90,2.80,2.00,2.50
1973,,5.5,0.40,0.00,1.00,3.00,3.60
1974,12.50,60.0,60.00,6.00,,0.90,3.50
1975,8.50,>60,30.00,0.00,5.80,2.70,1.40
1976,9.50,3.0,0.60,0.00,1.50,,2.50
1977,9.70,1.3,0.60,0.00,2.00,1.50,4.50
1978,8.70,6.5,0.90,0.60,2.00,3.00,
1979,8.60,3.0,0.90,0.00,3.50,2.00,2.00
1980,8.80,30.0,84.00,72.00,1.00,2.90,2.70
1981,9.50,5.8,0.70,0.70,0.90,3.00,2.00
1982,8.50,300.0,24.00,48.00,1.00,4.70,2.30
1983,9.30,300.0,42.00,96.00,1.00,,1.80
1984,10.30,294.0,42.00,0.00,1.50,0.50,
1985,11.00,,0.80,0.20,2.90,1.70,4.20
1986,9.80,2.1,1.10,0.00,2.10,4.00,4.50
1987,8.50,258.0,36.00,,2.20,2.50,1.00
1988,9.10,1.5,0.70,0.20,5.70,,3.60
1989,,1.5,0.50,0.20,2.40,0.50,4.80
1990,10.90,2.5,1.50,0.70,2.50,1.30,4.00
1991,9.00,300.0,0.00,1.50,4.00,3.50,1.50
1992,9.00,390.0,,6.00,1.60,2.10,2.40
1993,8.50,2.7,0.00,0.70,2.50,1.60,2.50
1994,8.00,3.4,0.80,,2.50,3.50,2.90
1995,9.50,108.0,66.00,0.70,3.00,0.90,2.70
1996,,4.5,,0.90,1.20,3.00,1.50
1997,10.00,5.0,0.00,0.00,3.10,1.10,4.20
1998,9.40,258.0,30.00,,1.10,4.00,2.70
1999,10.00,4.4,0.80,0.90,1.30,1.70,1.60
2000,10.50,3.0,0.40,0.50,1.50,2.50,4.00
2001,9.60,not recorded,0.00,0.70,2.50,2.00,1.20
2002,9.50,not recorded,114.00,108.00,1.50,1.80,3.00
2003,8.00,,1.20,1.90,3.50,4.20,1.50
2004,8.80,3.2,0.90,1.20,1.30,4.00,2.50
2005,10.70,2.0,0.90,0.00,3.30,0.00,4.00
2006,8.50,0.8,0.30,0.00,2.50,2.20,3.60
2007,,120.0,18.00,0.00,2.00,3.50,3.00
2008,9.50,3.0,0.40,1.40,3.60,2.30,4.00
2009,9.00,3.0,0.30,0.00,,0.50,3.50
2010,9.50,>60,66.00,78.00,0.90,,1.50
2011,8.60,2.2,0.70,0.00,1.50,2.80,1.90
